otu	MP0144	MP0145	MP0261	MP0262	MP0326	MP0327	MP0371	MP0372	MP0440	MP0441	MP0555	MP0556	MP0626	MP0627	MP0739	MP0740	MP0758	MP0759	MP0900	MP0901	MP0959	MP0960	MP1091	MP1092	MP1140	MP1141	MP1201	MP1202	MP1241	MP1242	MP1373	MP1374	MP1434	MP1435	MP1482	MP1483	MP1493	MP1494	MP1604	MP1605	MP1648	MP1649	MP1787	MP1788	MP1896	MP1897	MP2015	MP2016	MP2052	MP2053	MP2158	MP2159	MP2252	MP2253	MP2497	MP2498	MP2633	MP2634	MP2913	MP2914	chimera.uchime	chimera.slayer	RDP_Domain	RDP_Domain_conf	RDP_Phylum	RDP_Phylum_conf	RDP_Class	RDP_Class_conf	RDP_Order	RDP_Order_conf	RDP_Family	RDP_Family_conf	RDP_Genus	RDP_Genus_conf	SILVA_Taxonomy	evalue	match
5571	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Planctomycetes	83	Planctomycetacia	83	Planctomycetales	83	Planctomycetaceae	83	Blastopirellula	38	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;uncultured bacterium	5e-121	85765
5572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	N	N	Bacteria	100	Planctomycetes	85	Planctomycetacia	85	Planctomycetales	85	Planctomycetaceae	85	Blastopirellula	49	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured organism	3e-135	80748
5573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Firmicutes	31	Bacilli	31	Bacillales	31	Pasteuriaceae	31	Pasteuria	31	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium	6e-133	69505
5574	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Planctomycetes	99	Planctomycetacia	99	Planctomycetales	99	Planctomycetaceae	99	Rhodopirellula	79	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;uncultured bacterium	7e-74	11693
5575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	Bacteria	100	Planctomycetes	100	Planctomycetacia	100	Planctomycetales	100	Planctomycetaceae	100	Singulisphaera	87	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Singulisphaera;uncultured bacterium	7e-108	84103
5576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	N	N	Bacteria	100	Planctomycetes	100	Planctomycetacia	100	Planctomycetales	100	Planctomycetaceae	100	Singulisphaera	94	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Isosphaera;uncultured planctomycete	6e-124	33488
5577	2	1	0	0	1	1	0	0	1	0	0	1	1	0	2	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	N	N	Bacteria	100	Planctomycetes	82	Planctomycetacia	82	Planctomycetales	82	Planctomycetaceae	82	Blastopirellula	74	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;uncultured bacterium	2e-130	21480
5579	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Planctomycetes	95	Planctomycetacia	94	Planctomycetales	94	Planctomycetaceae	94	Isosphaera	25	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium	5e-121	84623
5581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Planctomycetes	91	Planctomycetacia	91	Planctomycetales	91	Planctomycetaceae	91	Gemmata	60	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium	1e-106	77211
5582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhizobiales	100	Methylocystaceae	100	Terasakiella	100	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira;uncultured bacterium	3e-135	17070
5583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	53	Gammaproteobacteria	28	Oceanospirillales	10	Oceanospirillaceae	10	Oleispira	10	Bacteria;Firmicutes;Clostridia;Halanaerobiales;64K2;uncultured Planctomycetales bacterium	1e-60	43217
5587	1	1	0	1	0	2	0	2	0	0	0	0	0	1	3	1	1	0	0	0	0	1	2	0	10	9	1	1	1	0	1	0	1	0	3	0	1	7	1	0	0	1	2	1	1	1	0	0	5	0	8	2	0	2	0	0	0	0	3	0	N	N	Bacteria	100	Proteobacteria	63	Gammaproteobacteria	21	Thiotrichales	12	Piscirickettsiaceae	12	Piscirickettsia	12	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;uncultured bacterium	2e-130	89681
5592	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	N	N	Bacteria	98	Proteobacteria	47	Alphaproteobacteria	27	Rhizobiales	19	Brucellaceae	13	Crabtreella	13	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;uncultured bacterium	4e-128	92614
5594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	99	Alphaproteobacteria	95	Rhodospirillales	78	Rhodospirillaceae	78	Insolitispirillum	55	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira;uncultured bacterium	5e-121	85014
5595	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	93	Alphaproteobacteria	88	Rhodospirillales	43	Rhodospirillaceae	43	Novispirillum	41	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira;uncultured alpha proteobacterium	2e-123	2383
5597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhizobiales	99	Hyphomicrobiaceae	94	Hyphomicrobium	79	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;uncultured;uncultured bacterium	1e-137	83854
5598	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	N	Bacteria	98	Firmicutes	34	Bacilli	21	Bacillales	20	Pasteuriaceae	19	Pasteuria	19	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;FS140-16B-02 marine group;uncultured bacterium	5e-121	40836
5599	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	Bacteria	100	Planctomycetes	54	Phycisphaerae	41	Phycisphaerales	41	Phycisphaeraceae	41	Phycisphaera	41	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;uncultured bacterium	8e-83	19994
5600	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Planctomycetes	68	Phycisphaerae	52	Phycisphaerales	52	Phycisphaeraceae	52	Phycisphaera	52	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;uncultured bacterium	6e-90	90911
5601	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Firmicutes	53	Bacilli	45	Bacillales	45	Pasteuriaceae	44	Pasteuria	44	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27;uncultured bacterium	6e-124	2628
5602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Firmicutes	37	Bacilli	29	Bacillales	29	Pasteuriaceae	27	Pasteuria	27	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27;uncultured bacterium	2e-111	52747
5603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	66	Gammaproteobacteria	53	Xanthomonadales	14	Xanthomonadaceae	14	Ignatzschineria	13	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;uncultured gamma proteobacterium HF0770_40P16	2e-83	63644
5604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	96	Bacteroidetes	22	Bacteroidia	9	Bacteroidales	9	Porphyromonadaceae	2	Tannerella	2	No blast hit	None	None
5605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	94	Proteobacteria	35	Deltaproteobacteria	22	Bdellovibrionales	8	Bdellovibrionaceae	8	Vampirovibrio	8	Bacteria;Cyanobacteria;SubsectionII;SubgroupII;Pleurocapsa;uncultured bacterium	1e-13	81706
5606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	28	Deltaproteobacteria	17	Bdellovibrionales	16	Bdellovibrionaceae	16	Vampirovibrio	16	Bacteria;Tenericutes;Mollicutes;RF9;uncultured bacterium	2e-18	69648
5607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	46	Deltaproteobacteria	12	Desulfobacterales	8	Desulfobacteraceae	8	Desulfatiferula	6	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;uncultured marine bacterium	3e-104	92679
5608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	93	Alphaproteobacteria	76	Rhodospirillales	55	Rhodospirillaceae	37	Tistlia	12	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;uncultured bacterium	3e-116	52723
5610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	95	Alphaproteobacteria	91	Rhodobacterales	51	Rhodobacteraceae	51	Pelagicola	25	Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14;uncultured deep-sea bacterium	5e-121	69808
5611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	90	Alphaproteobacteria	73	Rhodospirillales	36	Acetobacteraceae	9	Saccharibacter	8	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;uncultured bacterium	5e-109	32336
5612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	95	Alphaproteobacteria	89	Rhodobacterales	66	Rhodobacteraceae	66	Oceanibulbus	16	Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14;uncultured bacterium	2e-92	93569
5613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	93	Gammaproteobacteria	46	Gammaproteobacteria_incertae_sedis	22	Solimonas	22	Solimonas	22	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Dasania;bacterium SCSWE24	3e-70	88849
5615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	99	Alphaproteobacteria	99	Rhodospirillales	98	Rhodospirillaceae	91	Oceanibaculum	36	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;uncultured bacterium	3e-116	99899
5617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	99	Rhodospirillales	99	Rhodospirillaceae	83	Desertibacter	44	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;DA111;uncultured forest soil bacterium	9e-126	93935
5620	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhizobiales	100	Hyphomicrobiaceae	56	Rhodoplanes	53	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;uncultured;uncultured alpha proteobacterium	3e-135	68448
5623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	99	Legionellales	99	Legionellaceae	99	Legionella	99	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Fluoribacter bozemanae	3e-119	73732
5632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhodobacterales	75	Rhodobacteraceae	75	Labrenzia	68	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pannonibacter;Rhodobacteraceae bacterium MEBiC05066	4e-140	105163
5633	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	95	Alphaproteobacteria	76	Caulobacterales	49	Hyphomonadaceae	49	Litorimonas	33	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;marine metagenome	5e-121	44928
5634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	79	Alphaproteobacteria	66	Caulobacterales	32	Hyphomonadaceae	32	Robiginitomaculum	17	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;uncultured alpha proteobacterium	7e-105	2011
5646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	99	Caulobacterales	91	Hyphomonadaceae	91	Hyphomonas	88	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas;uncultured bacterium	1e-93	84625
5653	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	2	0	1	0	0	1	1	0	3	3	0	1	0	0	0	1	0	1	0	1	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Caulobacterales	97	Hyphomonadaceae	97	Henriciella	97	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Henriciella;Caulobacter sp. MCS23	2e-123	21820
5655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	1	2	0	0	2	0	1	1	0	0	2	1	1	0	1	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Caulobacterales	100	Hyphomonadaceae	100	Henriciella	93	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured;uncultured bacterium	2e-130	41691
5659	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	99	Proteobacteria	97	Deltaproteobacteria	93	Bdellovibrionales	93	Bacteriovoracaceae	93	Bacteriovorax	90	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoraceae;Peredibacter;uncultured delta proteobacterium	4e-97	58884
5661	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	6	0	0	0	2	0	2	0	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	1	1	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	92	Oceanospirillales	56	Oceanospirillaceae	39	Oleispira	20	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudospirillum;uncultured bacterium	3e-116	96189
5669	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Deltaproteobacteria	100	Bdellovibrionales	100	Bacteriovoracaceae	100	Bacteriovorax	100	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoraceae;uncultured bacterium	3e-135	13270
5670	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Deltaproteobacteria	100	Bdellovibrionales	100	Bacteriovoracaceae	100	Bacteriovorax	100	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoraceae;uncultured;uncultured bacterium	5e-109	71847
5671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Deltaproteobacteria	100	Bdellovibrionales	100	Bacteriovoracaceae	100	Bacteriovorax	99	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoraceae;uncultured;Bacteriovorax sp. IP1	1e-118	54100
5673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	99	Deltaproteobacteria	99	Bdellovibrionales	99	Bacteriovoracaceae	99	Bacteriovorax	99	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoraceae;uncultured;uncultured bacterium	3e-113	29342
5674	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	75	Alphaproteobacteria	30	Caulobacterales	12	Hyphomonadaceae	12	Litorimonas	7	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;mitochondria;uncultured deep-sea bacterium	3e-138	22859
5676	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Verrucomicrobia	95	Verrucomicrobiae	94	Verrucomicrobiales	94	Verrucomicrobiaceae	87	Roseibacillus	63	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseibacillus;uncultured bacterium	1e-137	41910
5677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	N	N	Bacteria	100	Verrucomicrobia	100	Verrucomicrobiae	100	Verrucomicrobiales	100	Rubritaleaceae	86	Rubritalea	86	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea;uncultured bacterium	2e-130	11327
5678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Planctomycetes	29	Phycisphaerae	29	Phycisphaerales	29	Phycisphaeraceae	29	Phycisphaera	29	Bacteria;Planctomycetes;MBMPE71;uncultured bacterium	8e-114	92355
5679	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	26	Deltaproteobacteria	15	Desulfuromonadales	3	Desulfuromonadaceae	3	Malonomonas	3	Bacteria;Planctomycetes;MBMPE71;uncultured bacterium	1e-118	12413
5680	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	98	Verrucomicrobia	10	Verrucomicrobiae	10	Verrucomicrobiales	10	Verrucomicrobiaceae	10	Persicirhabdus	10	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;08D2Z94 hypersaline microbial mat group;uncultured planctomycete	9e-126	86289
